Topic,Count,assigned_group,best_score,confidence,Name,Representation,Representative_Docs
1348,33,3.2 Quy cách chống sốc/bọc hàng,22.0,cao,1348_túi bao_bì_mẫu_mã_bao_bì_mẫu_mã túi_bao_bì_mẫu_mã yến_bao_bì_mẫu_mã bọc,"['túi bao_bì_mẫu_mã', 'bao_bì_mẫu_mã túi', 'bao_bì_mẫu_mã yến', 'bao_bì_mẫu_mã bọc', 'hàng bao_bì_mẫu_mã', 'gì bao_bì_mẫu_mã', 'rách bao_bì_mẫu_mã', 'túi nilon', 'bọc nilon', 'lớp nilon']","['bao_bì_mẫu_mã túi nilon', 'gói hàng bằng nhiều lớp nilon chống sốc chứ không phải hộp carton', 'tuy nhiên các mặt hàng khác chỉ đóng gói bằng lớp nilon chống sốc mỏng']"
1352,33,3.2 Quy cách chống sốc/bọc hàng,5.0,thấp,1352_gói kín_gói xịn_gói bao_gói kỹ,"['gói kín', 'gói xịn', 'gói bao', 'gói kỹ', 'gói chắn', 'bì ghi', 'gói cẩn', 'gói chỉnh_chu', 'bì bắt', 'bì bao']","['bao bì đóng gói chỉnh_chu', 'bao bì đóng gói', 'bao bì đóng gói 1 12']"
1367,33,3.2 Quy cách chống sốc/bọc hàng,7.0,trung bình,1367_gói đồ_hàng cẩn_thận_hàng nhah_cẩn_thận giao,"['gói đồ', 'hàng cẩn_thận', 'hàng nhah', 'cẩn_thận giao', 'cẩn_thận mong', 'kì cẩn_thận', 'đồ cẩn_thận', 'đóng_gói_cẩn_thận đóng', 'hàng kì', 'nhah đóng_gói_cẩn_thận']","['shop đóng gói hàng cẩn_thận', 'shop đóng gói hàng cẩn_thận', 'shop đóng gói hàng cẩn_thận']"
1373,33,3.2 Quy cách chống sốc/bọc hàng,12.0,cao,1373_mua hộp_hộp mua_hàng hộp_hết hộp,"['mua hộp', 'hộp mua', 'hàng hộp', 'hết hộp', 'hộp để', 'đến hộp', 'hộp mỗi', 'hộp thứ', 'thử hộp', 'thêm hộp']","['mua 1 hộp', 'mỗi loại mua 1 hộp về dùng thử', 'mỗi loại mua 1 hộp về dùng thử']"
1374,33,3.2 Quy cách chống sốc/bọc hàng,12.0,cao,1374_bao_bì_mẫu_mã đẹp_bao_bì_mẫu_mã mẫu_bao_bì_mẫu_mã nhìn_mắt bao_bì_mẫu_mã,"['bao_bì_mẫu_mã đẹp', 'bao_bì_mẫu_mã mẫu', 'bao_bì_mẫu_mã nhìn', 'mắt bao_bì_mẫu_mã', 'bao bi', 'bi đẹp', 'mã đẹp', 'ra bao', 'đẹp bắt', 'đẽ']","['bao_bì_mẫu_mã đẹp bắt mắt', 'bao_bì_mẫu_mã mẫu mã đẹp bắt mắt', 'bao_bì_mẫu_mã mẫu mã đẹp bắt mắt']"
1380,33,3.2 Quy cách chống sốc/bọc hàng,14.0,cao,1380_bì gói_gói chắc_chắn_đẹp gói_bì đóng_gói_chắc_chắn,"['bì gói', 'gói chắc_chắn', 'đẹp gói', 'bì đóng_gói_chắc_chắn', 'bì đóng_gói_cẩn_thận', 'đẹp đóng_gói_cẩn_thận', 'đống gói', 'đẹp chỉnh_chu', 'gói bao', 'nhỏ đóng_gói_cẩn_thận']","['bao bì đẹp đóng_gói_cẩn_thận', 'bao bì đóng gói đẹp chỉnh_chu', 'bao bì đóng gói đẹp mắt']"
1392,32,3.2 Quy cách chống sốc/bọc hàng,12.0,cao,1392_mẫu bao_bì_mẫu_mã_bao_bì_mẫu_mã mẫu_bao_bì_mẫu_mã giống_mã bao_bì_mẫu_mã,"['mẫu bao_bì_mẫu_mã', 'bao_bì_mẫu_mã mẫu', 'bao_bì_mẫu_mã giống', 'mã bao_bì_mẫu_mã', 'giả bao_bì_mẫu_mã', 'tin bao_bì_mẫu_mã', 'đăng bao_bì_mẫu_mã', 'uống bao_bì_mẫu_mã', 'chang', 'giống mẫu']","['bao_bì_mẫu_mã giống mẫu', 'bao_bì_mẫu_mã giống mẫu', 'bao_bì_mẫu_mã giống mẫu']"
1404,32,3.2 Quy cách chống sốc/bọc hàng,11.0,cao,1404_thùng giấy_in ấn_gói giấy_giấy bọc,"['thùng giấy', 'in ấn', 'gói giấy', 'giấy bọc', 'giấy bóng', 'cầu giấy', 'bằng giấy', 'chất liệu', 'dùng giấy', 'giấy bên']","['bao bì in ấn kín kẽ', 'bao bì in ấn kín kẽ', 'hạt chất kuowjng hạn sử dụng in trên bao bì rõ nét']"
1405,32,3.2 Quy cách chống sốc/bọc hàng,12.0,cao,1405_bao_bì_mẫu_mã nhu_bao_bì_mẫu_mã rõ_bao_bì_mẫu_mã nui_bao_bì_mẫu_mã giong,"['bao_bì_mẫu_mã nhu', 'bao_bì_mẫu_mã rõ', 'bao_bì_mẫu_mã nui', 'bao_bì_mẫu_mã giong', 'nét bao_bì_mẫu_mã', 'hình bao_bì_mẫu_mã', 'hinh bao_bì_mẫu_mã', 'ảnh bao_bì_mẫu_mã', 'giong', 'sảo']","['bao_bì_mẫu_mã nhu hinh', 'bao_bì_mẫu_mã nhu hinh', 'bao_bì_mẫu_mã nhu hinh']"
1437,31,3.2 Quy cách chống sốc/bọc hàng,22.0,cao,1437_đóng_gói_cẩn_thận bọc_hàng cẩn_thận_cẩn_thận đóng_gói_cẩn_thận_bọc cẩn_thận,"['đóng_gói_cẩn_thận bọc', 'hàng cẩn_thận', 'cẩn_thận đóng_gói_cẩn_thận', 'bọc cẩn_thận', 'cẩn_thận gói', 'cẩm', 'cẩn_thận giao', 'cẩn_thận bọc', 'gói cẩm', 'đáo']","['bọc gói cẩn_thận', 'bọc gói cẩn_thận', 'bọc gói cẩn_thận']"
1445,31,3.2 Quy cách chống sốc/bọc hàng,11.0,cao,1445_phẩm dễ_uống_dùng tốt_phẩm ngon_phẩm dùng,"['phẩm dễ_uống', 'dùng tốt', 'phẩm ngon', 'phẩm dùng', 'gói gọn', 'thực ấn', 'tốt công', 'mua dùng', 'thom ngon', 'thể mua']","['bao bì mẫu mã vui ep sản phẩm tốt', 'bao bì mẫu mã vui ep sản phẩm tốt', 'bao bì mẫu mã vui ep sản phẩm tốt']"
1479,31,3.2 Quy cách chống sốc/bọc hàng,6.0,trung bình,1479_bọc kỹ_bao bọc_kĩ bọc_bọc kĩ,"['bọc kỹ', 'bao bọc', 'kĩ bọc', 'bọc kĩ', 'càng bọc', 'kỹ bọc', 'bọc mấy', 'lại bọc', 'đóng bọc', 'bọc bên']","['bao bọc kĩ', 'bao bọc kĩ càng', 'bao bọc kĩ càng']"
1486,31,3.2 Quy cách chống sốc/bọc hàng,20.0,cao,1486_gói thùng_bọc gói_đóg gói_gói chỉnh_chu,"['gói thùng', 'bọc gói', 'đóg gói', 'gói chỉnh_chu', 'ong gói', 'hộp bao', 'hết hộp', 'ep hàng', 'ep đóng_gói_cẩn_thận', 'hàng bọc']","['bao bì mẫu mã vui ep đóng gói cẩn_thận', 'bao bì mẫu mã vui ep đóng gói sản phẩm cẩn_thận', 'bao bì mẫu mã vui ep đóng gói sản phẩm cẩn_thận']"
1502,31,3.2 Quy cách chống sốc/bọc hàng,12.0,cao,1502_gói cản_gói bao_bì làm_bì chắc_chắn,"['gói cản', 'gói bao', 'bì làm', 'bì chắc_chắn', 'hàng chắc_chắn', 'thận chắc_chắn', 'tả đóng', 'dàng', 'kĩ đóng', 'gốc']","['shop đóng gói hàng chắc_chắn', 'shop đóng gói hàng chắc_chắn', 'shop đóng gói hàng chắc_chắn']"
1509,30,3.2 Quy cách chống sốc/bọc hàng,52.0,cao,1509_vị thơm_ngon_mùi vị_dễ_uống hương_vị_khẩu vị,"['vị thơm_ngon', 'mùi vị', 'dễ_uống hương_vị', 'khẩu vị', 'hương_vị đẹp', 'dễ_uống hương', 'nguyên vị', 'nói hương_vị', 'vị ngon', 'thơm_ngon hương_vị']","['hương vị vui ịu nhẹ đóng_gói_cẩn_thận', 'hương_vị hương vị dễ_uống', 'hương vị vui ịu thanh dễ_uống hàng chuẩn bị nhanh']"
1511,30,3.2 Quy cách chống sốc/bọc hàng,13.0,cao,1511_bao_bì_mẫu_mã nhìn_mắt bao_bì_mẫu_mã_bao_bì_mẫu_mã mẫu_bao_bì_mẫu_mã thuận,"['bao_bì_mẫu_mã nhìn', 'mắt bao_bì_mẫu_mã', 'bao_bì_mẫu_mã mẫu', 'bao_bì_mẫu_mã thuận', 'bao_bì_mẫu_mã đẹp', 'bao_bì_mẫu_mã bat', 'bao_bì_mẫu_mã hút', 'xinh bao_bì_mẫu_mã', 'liền bao_bì_mẫu_mã', 'bao_bì_mẫu_mã đúng']","['bao_bì_mẫu_mã bao bì tốt oko', 'bao_bì_mẫu_mã mẫu mã nhìn ưng mắt', 'bao bì mẫu mã như hình bắt mắt bé nhìn tò mò cằm lấy liền']"
1515,30,3.2 Quy cách chống sốc/bọc hàng,12.0,cao,1515_đóng_gói_cẩn_thận hàng_hàng đóng_gói_cẩn_thận_phẩm đóng_gói_cẩn_thận_đóng_gói_cẩn_thận đồ,"['đóng_gói_cẩn_thận hàng', 'hàng đóng_gói_cẩn_thận', 'phẩm đóng_gói_cẩn_thận', 'đóng_gói_cẩn_thận đồ', 'nào đóng_gói_cẩn_thận', 'đồ đóng_gói_cẩn_thận', 'đóng_gói_cẩn_thận bún', 'gàng cẩn_thận', 'cẩn_thận đồ', 'bún đóng_gói_cẩn_thận']","['hàng được đóng_gói_cẩn_thận', 'hàng được đóng_gói_cẩn_thận', 'hàng được đóng_gói_cẩn_thận']"
1521,30,3.2 Quy cách chống sốc/bọc hàng,12.0,cao,1521_bao_bì_mẫu_mã xịn_bao_bì_mẫu_mã sịn_bao_bì_mẫu_mã chỉnh_chu_bao_bì_mẫu_mã binh,"['bao_bì_mẫu_mã xịn', 'bao_bì_mẫu_mã sịn', 'bao_bì_mẫu_mã chỉnh_chu', 'bao_bì_mẫu_mã binh', 'bao_bì_mẫu_mã bảo', 'bao_bì_mẫu_mã giong', 'bao_bì_mẫu_mã tuis', 'thường bao_bì_mẫu_mã', 'đep bao_bì_mẫu_mã', 'chia bao_bì_mẫu_mã']","['bao_bì_mẫu_mã xịn xò', 'bao_bì_mẫu_mã xịn xò', 'bao_bì_mẫu_mã xịn xò']"
1537,30,3.2 Quy cách chống sốc/bọc hàng,26.0,cao,1537_bao_bì_mẫu_mã đóng_gói_cẩn_thận_bao_bì_mẫu_mã gói_bao_bì_mẫu_mã mẫu_cẩn_thận bao_bì_mẫu_mã,"['bao_bì_mẫu_mã đóng_gói_cẩn_thận', 'bao_bì_mẫu_mã gói', 'bao_bì_mẫu_mã mẫu', 'cẩn_thận bao_bì_mẫu_mã', 'lưỡng bao_bì_mẫu_mã', 'bao_bì_mẫu_mã đẹp', 'đóng_gói_cẩn_thận bao_bì_mẫu_mã', 'mát bao_bì_mẫu_mã', 'ràng bao_bì_mẫu_mã', 'mắt bao_bì_mẫu_mã']","['bao_bì_mẫu_mã bao bì mẫu mã đẹp đóng_gói_cẩn_thận', 'bao_bì_mẫu_mã bao bì đẹp đóng_gói_cẩn_thận', 'bao_bì_mẫu_mã bao bì đẹp đóng gói cẩn_thận']"
1575,29,3.2 Quy cách chống sốc/bọc hàng,11.0,cao,1575_gói tốt_tốt gói_phẩm ngon_gói kỹ,"['gói tốt', 'tốt gói', 'phẩm ngon', 'gói kỹ', 'dóng gói', 'tốt đóng', 'số gói', 'tốt tuyệt', 'tốt dù', 'tuyệt']","['sản phẩm đóng gói tốt', 'sản phẩm đóng gói tốt', 'sản phẩm đóng gói tốt']"
1585,29,3.2 Quy cách chống sốc/bọc hàng,12.0,cao,1585_bao_bì_mẫu_mã đẹp_kĩ bao_bì_mẫu_mã_sạch bao_bì_mẫu_mã_bao_bì_mẫu_mã tốt,"['bao_bì_mẫu_mã đẹp', 'kĩ bao_bì_mẫu_mã', 'sạch bao_bì_mẫu_mã', 'bao_bì_mẫu_mã tốt', 'sạch_sẽ bao_bì_mẫu_mã', 'bao_bì_mẫu_mã rong', 'đẹp sạch', 'đẹp sạch_sẽ', 'đẹp bảo', 'đẹp đóng']","['bao_bì_mẫu_mã đẹp sạch_sẽ', 'bao_bì_mẫu_mã đẹp sạch_sẽ', 'bao_bì_mẫu_mã đẹp sạch_sẽ']"
1588,29,3.2 Quy cách chống sốc/bọc hàng,6.0,trung bình,1588_phẩm gói_phẩm hợp_phẩm kĩ_gói từng,"['phẩm gói', 'phẩm hợp', 'phẩm kĩ', 'gói từng', 'phẩm mỗi', 'càng sản', 'kỹ càng', 'phẩm kỹ', 'càng hàng', 'kĩ càng']","['đóng gói sản phẩm kĩ càng', 'đóng gói sản phẩm kĩ càng', 'đóng gói sản phẩm kĩ càng']"
1594,29,3.2 Quy cách chống sốc/bọc hàng,12.0,cao,1594_dùng bao_bì_mẫu_mã_dụng bao_bì_mẫu_mã_bao_bì_mẫu_mã dễ_bao_bì_mẫu_mã mở,"['dùng bao_bì_mẫu_mã', 'dụng bao_bì_mẫu_mã', 'bao_bì_mẫu_mã dễ', 'bao_bì_mẫu_mã mở', 'bao_bì_mẫu_mã hạn', 'bao_bì_mẫu_mã thuận', 'bao_bì_mẫu_mã tiện', 'bao_bì_mẫu_mã ghi', 'mở bao_bì_mẫu_mã', 'bao_bì_mẫu_mã sử']","['bao_bì_mẫu_mã dễ sử dụng', 'bao_bì_mẫu_mã dễ sử dụng', 'bao_bì_mẫu_mã dễ sử dụng']"
1602,29,3.2 Quy cách chống sốc/bọc hàng,12.0,cao,1602_bao_bì_mẫu_mã kín_bao_bì_mẫu_mã tương_bao_bì_mẫu_mã an_bao_bì_mẫu_mã bảo,"['bao_bì_mẫu_mã kín', 'bao_bì_mẫu_mã tương', 'bao_bì_mẫu_mã an', 'bao_bì_mẫu_mã bảo', 'bao_bì_mẫu_mã sạch_sẽ', 'bao_bì_mẫu_mã đóng', 'vị bao_bì_mẫu_mã', 'đáo bao_bì_mẫu_mã', 'toàn bao_bì_mẫu_mã', 'quản bao_bì_mẫu_mã']","['bao_bì_mẫu_mã kín đáo', 'bao_bì_mẫu_mã kín đáo', 'bao_bì_mẫu_mã kín đáo']"
1605,29,3.2 Quy cách chống sốc/bọc hàng,6.0,trung bình,1605_gói chắn_hàng gói_gói từng_túi nào,"['gói chắn', 'hàng gói', 'gói từng', 'túi nào', 'khâu', 'khâu đóng', 'hộp giao', 'vỡ đâu', 'cẩn thẩn', 'bì chắc_chắn']","['đóng gói kĩ càng không bị trầy xước', 'ưng khâu đóng hàng gói từng bịch nhỏ để không bị vỡ bánh lúc vận chuyển', 'đóng gói hàng chắc_chắn cẩn thẩn không bị đổ bể ra ngoài']"
1606,29,3.2 Quy cách chống sốc/bọc hàng,5.0,thấp,1606_bì sạch_sẽ_bì sạch_hàng sạch_sạch_sẽ ưng,"['bì sạch_sẽ', 'bì sạch', 'hàng sạch', 'sạch_sẽ ưng', 'sạch đẹp', 'sạch_sẽ bao', 'sạch', 'sạch bao', 'bọc hàng', 'sạch_sẽ vệ']","['bao bì sạch_sẽ', 'bao bì sạch_sẽ', 'bao bì sạch_sẽ']"
1608,29,3.2 Quy cách chống sốc/bọc hàng,6.0,trung bình,1608_bì gói_gói ổn_bì ổn_gói bao,"['bì gói', 'gói ổn', 'bì ổn', 'gói bao', 'ổn đẹp', 'hàng ổn', 'đẹp ổn', 'vẻ ổn', 'ổn đóng', 'ổn bao_bì']","['bao bì đóng gói ổn', 'bao bì đóng gói ổn', 'bao bì đóng gói ổn']"
1613,29,3.2 Quy cách chống sốc/bọc hàng,12.0,cao,1613_bao_bì_mẫu_mã binh_bao_bì_mẫu_mã ro_bao_bì_mẫu_mã hàng_bao_bì_mẫu_mã bat,"['bao_bì_mẫu_mã binh', 'bao_bì_mẫu_mã ro', 'bao_bì_mẫu_mã hàng', 'bao_bì_mẫu_mã bat', 'bao_bì', 'thuong', 'bao bi', 'dong', 'binh thuong', 'mau ma']","['bao_bì_mẫu_mã binh thuong', 'bao_bì_mẫu_mã binh thuong', 'bao_bì_mẫu_mã binh thuong']"
1616,29,3.2 Quy cách chống sốc/bọc hàng,6.0,trung bình,1616_tiệm_kho_hàng mua_tồn kho,"['tiệm', 'kho', 'hàng mua', 'tồn kho', 'bọc hàng', 'hàng kĩ', 'cục hàng', 'bọc sản', 'bọc đồ', 'áo']","['shop bọc hàng kĩ', 'shop bọc hàng kĩ', 'shop bọc hàng kĩ']"
1636,28,3.2 Quy cách chống sốc/bọc hàng,12.0,cao,1636_gàng bao_bì_mẫu_mã_chan bao_bì_mẫu_mã_bao_bì_mẫu_mã goi_chân bao_bì_mẫu_mã,"['gàng bao_bì_mẫu_mã', 'chan bao_bì_mẫu_mã', 'bao_bì_mẫu_mã goi', 'chân bao_bì_mẫu_mã', 'đúng bao_bì_mẫu_mã', 'bao_bì', 'bao_bì_mẫu_mã ổn', 'hut chan', 'khoong', 'kin dao']","['bao_bì_mẫu_mã hut chan không', 'bao_bì_mẫu_mã hut chan không', 'bao_bì_mẫu_mã hut chan không']"
1649,28,3.2 Quy cách chống sốc/bọc hàng,29.0,cao,1649_bao_bì_mẫu_mã hộp_bao_bì_mẫu_mã bọc_bao_bì_mẫu_mã nguyên_gói bao_bì_mẫu_mã,"['bao_bì_mẫu_mã hộp', 'bao_bì_mẫu_mã bọc', 'bao_bì_mẫu_mã nguyên', 'gói bao_bì_mẫu_mã', 'bao_bì_mẫu_mã đóng', 'kín bao_bì_mẫu_mã', 'gàng bao_bì_mẫu_mã', 'xịn bao_bì_mẫu_mã', 'sài bao_bì_mẫu_mã', 'kỉ bao_bì_mẫu_mã']","['bao_bì_mẫu_mã đóng gói', 'bao_bì_mẫu_mã đóng gói', 'bao_bì_mẫu_mã đóng gói']"
1662,28,3.2 Quy cách chống sốc/bọc hàng,24.0,cao,1662_gói bao_bì kỹ_vào thùng_gói vào,"['gói bao', 'bì kỹ', 'vào thùng', 'gói vào', 'bọc cẩn_thận', 'bì bắt', 'bì cẩn_thận', 'thùng cẩn_thận', 'bì đóng_gói_cẩn_thận', 'đóng cẩn_thận']","['đóng gói bao bì cẩn_thận', 'đóng gói bao bì cẩn_thận', 'đóng gói bao bì cẩn_thận']"
1666,28,3.2 Quy cách chống sốc/bọc hàng,12.0,cao,1666_bao_bì_mẫu_mã đẹp_xinh bao_bì_mẫu_mã_bao_bì_mẫu_mã moi_mắt bao_bì_mẫu_mã,"['bao_bì_mẫu_mã đẹp', 'xinh bao_bì_mẫu_mã', 'bao_bì_mẫu_mã moi', 'mắt bao_bì_mẫu_mã', 'tay bao_bì_mẫu_mã', 'bao_bì_mẫu_mã tao', 'sò bao_bì_mẫu_mã', 'bao_bì_mẫu_mã hình', 'xò bao_bì_mẫu_mã', 'bao_bì_mẫu_mã màu']","['bao_bì_mẫu_mã xinh xẻo đẹp mắt', 'bao_bì_mẫu_mã moi đẹp', 'bao_bì_mẫu_mã moi đẹp']"
1681,28,3.2 Quy cách chống sốc/bọc hàng,5.0,thấp,1681_omega_giàu chất_acid_axit béo,"['omega', 'giàu chất', 'acid', 'axit béo', 'chất xơ', 'ăn để', 'hạt lanh', 'béo', 'mng chất', 'xơ tốt']","['hạt lanh nguồn cung cấp omega chất xơ dồi dào cơ thể', 'bao bì mẫu mã vui ep mua về uống bổ sung omega chất xơ ổn mng', 'bao bì mẫu mã vui ep mua về uống bổ sung omega chất xơ ổn mng']"
1690,28,3.2 Quy cách chống sốc/bọc hàng,11.0,cao,1690_gói bọc_ổn gói_hàng ổn_bọc hàng,"['gói bọc', 'ổn gói', 'hàng ổn', 'bọc hàng', 'ổn áp', 'kĩ chắc_chắn', 'bao bù', 'ổn các', 'gói chỉnh_chu', 'ổn đóng']","['đóng gói hàng ổn', 'đóng gói hàng ổn', 'đóng gói hàng ổn']"
1699,28,3.2 Quy cách chống sốc/bọc hàng,12.0,cao,1699_bao_bì_mẫu_mã bục_bao_bì_mẫu_mã đậu_vỡ bao_bì_mẫu_mã_bao_bì_mẫu_mã chỉ,"['bao_bì_mẫu_mã bục', 'bao_bì_mẫu_mã đậu', 'vỡ bao_bì_mẫu_mã', 'bao_bì_mẫu_mã chỉ', 'bao_bì_mẫu_mã rách', 'bao_bì_mẫu_mã yến', 'bao_bì_mẫu_mã móp', 'phẩm bao_bì_mẫu_mã', 'bục bao_bì_mẫu_mã', 'bao_bì_mẫu_mã hút']","['bao_bì_mẫu_mã bị cắt mất khui sản phẩm', 'bao_bì_mẫu_mã bị cắt mất khui sản phẩm', 'bao_bì_mẫu_mã bị cắt mất khui sản phẩm']"
1703,28,3.2 Quy cách chống sốc/bọc hàng,12.0,cao,1703_bao_bì_mẫu_mã gon_bao_bì_mẫu_mã hũ_bao_bì_mẫu_mã sach_bao_bì_mẫu_mã tinh,"['bao_bì_mẫu_mã gon', 'bao_bì_mẫu_mã hũ', 'bao_bì_mẫu_mã sach', 'bao_bì_mẫu_mã tinh', 'bao_bì_mẫu_mã mẫu', 'dặn bao_bì_mẫu_mã', 'bao_bì_mẫu_mã hang', 'bao_bì_mẫu_mã hop', 'tin bao_bì_mẫu_mã', 'ngon bao_bì_mẫu_mã']","['bao_bì_mẫu_mã gon sach đẹp', 'bao_bì_mẫu_mã gon gang đẹp', 'bao_bì_mẫu_mã gon gang đẹp']"
1714,27,3.2 Quy cách chống sốc/bọc hàng,12.0,cao,1714_bao_bì_mẫu_mã chuẩn_bao_bì_mẫu_mã nguyên_chuẩn bao_bì_mẫu_mã_vị bao_bì_mẫu_mã,"['bao_bì_mẫu_mã chuẩn', 'bao_bì_mẫu_mã nguyên', 'chuẩn bao_bì_mẫu_mã', 'vị bao_bì_mẫu_mã', 'thiện bao_bì_mẫu_mã', 'bao_bì_mẫu_mã đẹp', 'chuẩn đẹp', 'đẹp chuẩn', 'nguyên vị', 'đẹp tốt']","['bao_bì_mẫu_mã chuẩn đẹp', 'bao_bì_mẫu_mã chuẩn đẹp', 'bao_bì_mẫu_mã chuẩn đẹp']"
1724,27,3.2 Quy cách chống sốc/bọc hàng,12.0,cao,1724_bao_bì_mẫu_mã hạt_bao_bì_mẫu_mã hình_đều bao_bì_mẫu_mã_chia bao_bì_mẫu_mã,"['bao_bì_mẫu_mã hạt', 'bao_bì_mẫu_mã hình', 'đều bao_bì_mẫu_mã', 'chia bao_bì_mẫu_mã', 'úc bao_bì_mẫu_mã', 'bao_bì_mẫu_mã đúng', 'to bao_bì_mẫu_mã', 'việt bao_bì_mẫu_mã', 'chia úc', 'hạt đều']","['bao_bì_mẫu_mã hạt chia', 'bao_bì_mẫu_mã hạt chia', 'bao_bì_mẫu_mã hạt chia']"
1735,27,3.2 Quy cách chống sốc/bọc hàng,22.0,cao,1735_trà gói_gói trà_trà cúc_thơm_ngon trà,"['trà gói', 'gói trà', 'trà cúc', 'thơm_ngon trà', 'phẩm trà', 'trà dùng', 'trà thơm', 'trà mỗi', 'cẩn_thận trà', 'nhiều trà']","['trà đóng gói xịn xì', 'trà đóng gói cẩn_thận', 'đậm đà hơn nhiều trà gói khác bán trong thị']"
1749,27,3.2 Quy cách chống sốc/bọc hàng,23.0,cao,1749_bao_bì_mẫu_mã nhỏ_bao_bì_mẫu_mã hộp_gọn bao_bì_mẫu_mã_nhỏ bao_bì_mẫu_mã,"['bao_bì_mẫu_mã nhỏ', 'bao_bì_mẫu_mã hộp', 'gọn bao_bì_mẫu_mã', 'nhỏ bao_bì_mẫu_mã', 'bao_bì_mẫu_mã nhiều', 'bao_bì_mẫu_mã tem', 'bao_bì_mẫu_mã nui', 'bao_bì_mẫu_mã gói', 'dẻo bao_bì_mẫu_mã', 'bao_bì_mẫu_mã đóng']","['bao_bì_mẫu_mã nhỏ gọn', 'bao_bì_mẫu_mã nhỏ gọn', 'bao_bì_mẫu_mã nhỏ gọn']"
1797,26,3.2 Quy cách chống sốc/bọc hàng,6.0,trung bình,1797_thùng hàng_hàng sản_gói thùng_hàng kĩ,"['thùng hàng', 'hàng sản', 'gói thùng', 'hàng kĩ', 'bì kĩ', 'gói bục', 'gói bao', 'sản xuất', 'kĩ hàng', 'hàng kỹ']","['shop đóng gói hàng kĩ', 'shop đóng gói hàng kĩ', 'shop đóng gói hàng kĩ']"
1804,26,3.2 Quy cách chống sốc/bọc hàng,5.0,thấp,1804_gói ổn_gói chắc_ổn ổn_gói mua,"['gói ổn', 'gói chắc', 'ổn ổn', 'gói mua', 'chắc ổn', 'ổn đóng', 'gói cảm', 'mua đóng', 'gói đóng', '']","['ổn đóng gói', 'ổn đóng gói', 'ổn đóng gói']"
1806,26,3.2 Quy cách chống sốc/bọc hàng,12.0,cao,1806_phẩm đóng_gói_kỹ_đóng_gói_kỹ sản_đóng_gói_kỹ_các sản,"['phẩm đóng_gói_kỹ', 'đóng_gói_kỹ sản', 'đóng_gói_kỹ', 'các sản', 'siu', 'gói kỹ', 'kỹ sản', 'phẩm đóng', '', '']","['sản phẩm đóng_gói_kỹ', 'sản phẩm đóng_gói_kỹ', 'sản phẩm đóng_gói_kỹ']"
1822,26,3.2 Quy cách chống sốc/bọc hàng,11.0,cao,1822_ong gói_hàng chưa_bánh ngon_ăn vào,"['ong gói', 'hàng chưa', 'bánh ngon', 'ăn vào', 'chai xịt', 'biết ăn', 'sẵn', 'thi ngon', 'ngon bao', 'tin zalo']","['bao bì mẫu mã vui ep chưa ăn thử', 'bao bì mẫu mã vui ep chưa ăn thử', 'bao bì mẫu mã vui ep chưa ăn thử']"
1833,26,3.2 Quy cách chống sốc/bọc hàng,12.0,cao,1833_đóng cẩn_thận_đẹp cẩn_thận_cẩn_thận gói_cẩn_thận đóng_gói_cẩn_thận,"['đóng cẩn_thận', 'đẹp cẩn_thận', 'cẩn_thận gói', 'cẩn_thận đóng_gói_cẩn_thận', 'đáo', 'chu đáo', '', '', '', '']","['đóng gói đẹp cẩn_thận', 'đóng gói đẹp cẩn_thận', 'đóng gói đẹp cẩn_thận']"
1835,26,3.2 Quy cách chống sốc/bọc hàng,12.0,cao,1835_chép lưu_hộp văn_sao chép_dán hộp,"['chép lưu', 'hộp văn', 'sao chép', 'dán hộp', 'chép', 'dụng biểu', 'text', 'vào đoạn', 'xóa đoạn', 'văn bản']","['bất văn bản nào bạn sao chép lưu nhấn vào một đoạn để dán hộp sử dụng biểu tượng chỉnh sửa ghim', 'bất văn bản nào bạn sao chép lưu nhấn vào một đoạn để dán hộp sử dụng biểu tượng chỉnh sửa ghim', 'bất văn bản nào bạn sao chép lưu nhấn vào một đoạn để dán hộp sử dụng biểu tượng chỉnh sửa ghim']"
1837,26,3.2 Quy cách chống sốc/bọc hàng,35.0,cao,1837_hương_vị ngon_ngon hương_ngon hương_vị_tốt hương_vị,"['hương_vị ngon', 'ngon hương', 'ngon hương_vị', 'tốt hương_vị', 'hương_vị ăn', 'vị thơm', 'hương_vị thơm', 'ăn hương_vị', 'hương_vị thơm_ngon', 'tươi hương_vị']","['hương_vị hạt chia ngon', 'hương vị ổn đa dạng loạn hạt giòn ăn bao bì tốt', 'hương vị ổn đa dạng loạn hạt giòn ăn bao bì tốt']"
1846,25,3.2 Quy cách chống sốc/bọc hàng,12.0,cao,1846_uống hộp_ăn hộp_hết hộp_hộp ăn,"['uống hộp', 'ăn hộp', 'hết hộp', 'hộp ăn', 'hộp để', 'đến hộp', 'đủ hộp', 'thử hộp', 'hộp xem', 'vào hộp']","['bóc thử 1 hộp ăn ngon', 'đợi nào uống hết hộp xem tác dụng không', 'để uống hết 1 hộp xem đạt hiệu quả cao không']"
